id	label	doi	year	first_author	weight	source
nodoi:recfOzo8DPOvRNrjE	The Circuitry of the Human Spinal Cord: Spinal and Corticospinal Mechanisms of Movement		2012	Pierrot-Deseilligny	0	task5import
W4200399668	Control of Mammalian Locomotion by Somatosensory Feedback	10.1002/cphy.c210020	2021	Frigon	98	originals99
W2279876591	Muscle Spindles and Their Motor Control	10.1152/physrev.1964.44.2.219	1964	Matthews	571	task5import
W2271450762	Hip proprioceptive feedback influences the control of mediolateral stability during human walking	10.1152/jn.00551.2015	2015	Roden-Reynolds	82	task5import
W2155180319	Contribution of Hind Limb Flexor Muscle Afferents to the Timing of Phase Transitions in the Cat Step Cycle	10.1152/jn.1996.75.3.1126	1996	Hiebert	276	originals99
W3025938483	Sensory Feedback Control of Locomotor Pattern Generation in Cats and Mice.	10.1016/j.neuroscience.2020.05.008	2020	Akay	25	rest383
nodoi:recfqPkdLRcChf2pV	Ankle Extensor EMG Patterns Quantification of Muscle Load, Length Change, and Mechanics of Slope Walking in the Cat:		2015	Gregor	0	task5import
W1903866608	Improving the Prediction Accuracy of Echo State Neural Networks by Anti-Oja’s Learning	10.1007/978-3-540-74690-4_3	2007	Hutchison	28	task5import
W1485835488	Segmental organization of vestibulospinal inputs to spinal interneurons mediating crossed activation of thoracolumbar mo	10.1523/jneurosci.5188-14.2015	2015	Kasumacic	48	rest383
W1976915307	The possibility of phase-dependent monosynaptic and polysynaptic la excitation to homonymous motoneurones during fictive	10.1016/0006-8993(78)90363-3	1978	Schomburg	79	rest383
W1936602813	A model of spindle afferent response to muscle stretch	10.1152/jn.1983.49.4.989	1983	Hasan	122	task5import
W1895590810	Proprioceptive modulation of hip flexor activity during the swing phase of locomotion in decerebrate cats.	10.1152/jn.2001.86.3.1321	2001	Lam	107	originals99
W2109596721	A Review of the Integrate-and-fire Neuron Model: I. Homogeneous Synaptic Input	10.1007/s00422-006-0068-6	2006	Burkitt	1244	task5import
W2168307960	What functions do reflexes serve during human locomotion	10.1016/s0301-0082(98)00081-1	1999	Zehr	500	rest383
W1963700984	Multisensory Feedback Can Enhance Embodiment Within an Enriched Virtual Walking Scenario	10.1162/pres_a_00190	2014	Leonardis	53	task5import
doi:10.1152/jn.01110.2007.	A Feedback Model Reproduces Muscle Activity During Human Postural Responses to Support-Surface Translations	10.1152/jn.01110.2007.	2008	Welch	0	task5import
W1482575233	The construction of movement by
the spinal cord	10.1038/5721	1999	Tresch	642	originals99
W2025842514	The brain has a body: adaptive behavior emerges from interactions of nervous system, body and environment.	10.1016/s0166-2236(97)01149-1	1997	Chiel	869	demo50
W2048485798	An adaptive locomotion controller for a hexapod robot: CPG, kinematics and force feedback	10.1007/s11432-014-5148-y	2014	Chen	25	task5import
W1735741754	Neural Control of Stereotypic Limb Movements	10.1002/cphy.cp120105	2011	Rossignol	386	rest383
W2062365428	Control of reflex reversal in stick insect walking: effects of intersegmental signals, changes in direction, and optomot	10.1152/jn.00718.2011	2012	Hellekes	61	rest383
W1986168208	A Simple Experimentally Based Model Using Proprioceptive Regulation
of Motor Primitives Captures Adjusted Trajectory For	10.1152/jn.01054.2007	2010	Kargo	75	originals99
W2440590476	Reactive Balance Control in Response to Perturbation in Unilateral Stance: Interaction Effects of Direction, Displacemen	10.1371/journal.pone.0144529	2015	Freyler	58	task5import
W4321460294	Symbiotic electroneural and musculoskeletal framework to encode proprioception via neurostimulation: ProprioStim	10.1016/j.isci.2023.106248	2023	Cimolato	29	task5import
W2068733876	An electromyographic analysis of muscular activity in the hindlimb of the cat during unrestrained locomotion.	10.1111/j.1748-1716.1969.tb04415.x	1969	Engberg	494	rest383
W1970087762	Effects of training on the recovery of full-weight-bearing stepping in the adult spinal cat.	10.1016/0014-4886(86)90094-4	1986	Lovely	495	rest383
W1614902754	Unstable states in four-legged locomotion	10.1109/iros.1994.407480	1994	Bajd	5	task5import
W2742508222	Leg-local neural mechanisms for searching and learning enhance robotic locomotion	10.1007/s00422-017-0726-x	2018	Szczecinski	13	rest383
W1997500899	Contribution of peripheral afferents to the activation of the soleus muscle during walking in humans.	10.1007/bf00227094	1991	Yang	236	rest383
W2520399426	From Biological Cilia to Artificial Flow Sensors: Biomimetic Soft Polymer Nanosensors with High Sensing Performance	10.1038/srep32955	2016	Asadnia	159	task5import
W2120815846	Human spinal locomotor control is based on
flexibly organized burst generators	10.1093/brain/awu372	2015	Danner	184	originals99
W1573003972	Human Equilibrium Control Principles Implemented into a Biped Humanoid Robot	10.1007/3-211-38927-x_35	2006	Mergner	8	task5import
W1996229629	Neural control of locomotion and training-induced plasticity after spinal and cerebral lesions.	10.1016/j.clinph.2010.01.039	2010	Knikou	109	rest383
W2041820530	The Central Pattern Generator: a paradigm for artificial locomotion	10.1007/s005000000051	2000	Arena	32	task5import
W2091565997	Gasping activity in vitro: a rhythm dependent on 5-HT2A receptors	10.1523/jneurosci.4186-05.2006	2006	Tryba	167	task5import
W4400477839	Operation regimes of spinal circuits controlling locomotion and the role of supraspinal drives and sensory feedback	10.7554/elife.98841	2024	Rybak	6	digest20
W2070597621	Peripheral and Central Control of Flexor Digitorum Longus and Flexor Hallucis Longus Motoneurons: The Synaptic Basis of 	10.1007/bf00235825	1984	Fleshman	174	rest383
W2148820543	Postural feedback responses scale with biomechanical constraints in human standing	10.1007/s00221-003-1674-3	2003	Park	328	task5import
W1993420015	Sensorimotor gain control: a basic strategy of motor systems?	10.1016/0301-0082(89)90004-x	1989	Procházka	525	rest383
doi:10.1152/jn.01360.2006.	Muscle Synergies Characterizing Human Postural Responses	10.1152/jn.01360.2006.	2007	Torres-oviedo	0	task5import
W2805130537	Challenging human locomotion: stability and modular organisation in unsteady conditions	10.1038/s41598-018-21018-4	2018	Santuz	168	task5import
W2115203443	Quantification of gait parameters in freely walking wild type and sensory deprived Drosophila melanogaster	10.7554/elife.00231	2013	Mendes	281	task5import
W2002272148	How deletions in a model could help explain deletions in the laboratory.	10.1152/jn.00888.2005	2006	Duysens	26	rest383
W4248489947	Contribution of Cutaneous Inputs From the Hindpaw to the Control of Locomotion. II. Spinal Cats	10.1152/jn.00497.2003	2003	Bouyer	164	rest383
W2101965119	Control of ankle extensor muscle activity in walking cats	10.1152/jn.00944.2011	2012	Hatz	12	rest383
W2128814754	The costs of fatal and non-fatal falls among older adults	10.1136/ip.2005.011015	2006	Stevens	1514	task5import
nodoi:reciFqvohHlanDz5u	Descending and Local Network Interactions Control Adaptive Locomotion		2014	Ritzmann	0	task5import
W2026917580	Shared reflex pathways from Ib tendon organ afferents and Ia muscle spindle afferents in the cat.	10.1113/jphysiol.1983.sp014663	1983	Jankowska	128	rest383
W2169178654	Speed-dependent modulation of phase variations on a step-by-step basis and its impact on the consistency of interlimb co	10.1152/jn.00524.2013	2014	Frigon	48	rest383
W2051628266	Simple Muscle Models Regularize Motion in a Robotic Leg with Neurally-Based Step Generation	10.1109/robot.2007.363057	2007	Rutter	14	rest383
nodoi:reciNQ3TnzY319Do1	Force related afferent feedback to the triceps surae locomotor activity during human walking		2009	Klint	0	task5import
W2074071999	Development and functional organization of spinal
locomotor circuits	10.1016/j.conb.2010.09.004	2011	Kiehn	260	originals99
W2139079436	Sensory control and organization of neural networks mediating coordination of multisegmental organs for locomotion.	10.1152/jn.00615.2004	2005	Büschges	225	rest383
W1976230995	Changes in leg movements and muscle activity with speed of locomotion and mode of progression in humans	10.1111/j.1748-1716.1985.tb07612.x	1985	Nilsson	392	rest383
W2098969453	On the Improvement of Multi-Legged Locomotion over Difficult Terrains Using a Balance Stabilization Method	10.5772/7789	2012	Asif	377	task5import
W1978862241	The Motor Infrastructure: From Ion Channels to Neuronal Networks	10.1038/nrn1137	2003	Grillner	848	rest383
W2049471328	Sensory Feedback Mechanism Underlying Entrainment of Central Pattern Generator to Mechanical Resonance	10.1007/s00422-005-0047-3	2006	Iwasaki	98	task5import
W2009740307	Strategies for delineating spinal locomotor rhythm-generating networks and the possible role of Hb9 interneurones in rhy	10.1016/j.brainresrev.2007.06.025	2008	Brownstone	153	originals99
W1872811556	Posture control of a cockroach-like robot	10.1109/robot.1998.676348	1998	Nelson	54	rest383
W2086265687	Stimulation of the group I extensor afferents prolongs the stance phase in walking cats.	10.1007/bf00241961	1995	Whelan	200	rest383
W2097511884	Positive Force Feedback Control of Muscles	10.1152/jn.1997.77.6.3226	1997	Prochazka	176	originals99
W1990630142	A neurological view on reactive human stance control	10.1016/j.arcontrol.2010.08.001	2010	Mergner	126	task5import
W2105621884	Muscles, Elastic Energy, and the Dynamics of Body Stiffness in Swimming Eels	10.1093/icb/38.4.771	1998	Long	164	task5import
W2017275297	Muscle spindle discharge in normal and obstructed movements.	10.1113/jphysiol.1979.sp012645	1979	Prochazka	158	task5import
W2072985771	Phasic gain control of the transmission in cutaneous reflex pathways to motoneurones during 'fictive' locomotion.	10.1016/0006-8993(78)90493-6	1978	Andersson	132	rest383
W2071491532	Multistate network model for the pathfinding problem with a self-recovery property	10.1016/j.neunet.2014.08.008	2015	Ueda	1	task5import
W2417473322	Modeling the Organization of Spinal Cord Neural Circuits Controlling Two-Joint Muscles	10.1007/978-1-4939-3267-2_5	2016	Shevtsova	16	originals99
nodoi:recjGEKoVDZG9Kgya	On the nature of the fundamental activity of the nervous centres; together with an analysis of the conditioning of rhyth		1914	Brown	0	originals99
W2042023602	Heterogenic Feedback Between Hindlimb Extensors in the Spontaneously Locomoting Premammillary Cat	10.1152/jn.90338.2008	2009	Ross	48	rest383
W4321107168	Deconstructing the modular organization and real-time dynamics of mammalian spinal locomotor networks	10.1038/s41467-023-36587-w	2023	Hsu	35	rest383
W2721445618	Lack of adaptation during prolonged split-belt locomotion in the intact and spinal cat.	10.1113/jp274518	2017	Kuczynski	35	rest383
W2046363790	Distribution of Heterogenic Reflexes Among the Quadriceps and Triceps Surae Muscles of the Cat Hind Limb	10.1152/jn.00833.2002	2003	Wilmink	79	rest383
W4387503282	Phase shift between joint rotation and actuation reflects dominant forces and predicts muscle activation patterns	10.1093/pnasnexus/pgad298	2023	Sutton	26	task5import
W2470397711	Activity of medullary reticulospinal neurons during fictive locomotion.	10.1152/jn.1993.69.6.2232	1993	Perreault	79	rest383
W1829502189	Local Loss of Proprioception Results in Disruption of Interjoint Coordination During Locomotion in the Cat	10.1152/jn.2000.84.5.2709	2000	Abelew	125	task5import
W4379740667	Excitatory and Inhibitory Descending Commissural Interneurons Differentially Integrate Supraspinal and Segmental Sensory	10.1523/jneurosci.2015-22.2023	2023	Giorgi	2	digest20
W4388929072	Enhancing postural stability in a musculoskeletal hopping robot through stretch reflex application on biarticular thigh 	10.3389/frobt.2023.1293365	2023	Takahashi	3	task5import
W2007560803	Organizing network action for locomotion: Insights from studying insect walking.	10.1016/j.brainresrev.2007.06.028	2008	Büschges	163	originals99
W1980973109	A fundamental mechanism of legged locomotion with hip torque and leg damping	10.1088/1748-3182/7/4/046010	2012	Shen	73	task5import
W3217725174	Tunable stiffness in fish robotics: mechanisms and advantages	10.1088/1748-3190/ac3ca5	2022	Quinn	87	task5import
W2023064587	Behaviour-based modelling of hexapod locomotion: linking biology and technical application	10.1016/j.asd.2004.05.004	2004	Dürr	170	originals99
W2061314910	Locomotor Rhythm Generation Linked to the Output of Spinal Shox2 Excitatory Interneurons	10.1016/j.neuron.2013.08.015	2013	Dougherty	239	rest383
W2164723986	Implications of Positive Feedback in the Control of Movement	10.1152/jn.1997.77.6.3237	1997	Procházka	168	rest383
W2331237760	Modular organization of the multipartite central pattern generator for turtle rostral scratch: knee-related interneurons	10.1152/jn.00871.2015	2016	Stein	3	rest383
W4293197906	Vertebrate Pattern Generation: Overview	10.1007/978-1-0716-1006-0_758	2022	Rybak	1	rest383
W1996202614	Peripheral proprioceptive modulation in crayfish walking leg by serotonin	10.1016/0006-8993(93)91131-b	1993	Rossi-Durand	32	task5import
W4309852132	Synaptic connectivity amongst components of the locomotor central pattern generator	10.3389/fncir.2022.1076766	2022	Gosgnach	3	demo50
nodoi:reckveZdtn6EUZLbp	Neonatal Rat Spinal Cord Bulbospinal Activation of Locomotion in the In Vitro Contribution of Commissural Projections to		2015	Zaporozhets	0	demo50
W2740660358	A neural network with central pattern generators entrained by sensory feedback controls walking of a bipedal model	10.1088/1748-3190/aa8290	2017	Li	10	rest383
W4412105197	Linking spinal circuit reorganization to recovery after thoracic spinal cord injury	10.7554/elife.107480	2026	Shevtsova	3	digest20
W2289996588	Decoding the organization of spinal
circuits that control locomotion	10.1038/nrn.2016.9	2016	Kiehn	806	originals99
W2049747725	Intracellular analysis of reflex pathways underlying the stumbling corrective reaction during fictive locomotion in the 	10.1152/jn.00176.2005	2005	Quevedo	47	rest383
W2590435556	Design process and tools for dynamic neuromechanical models and robot controllers	10.1007/s00422-017-0711-4	2017	Szczecinski	52	rest383
W2073046238	A Neural Basis for Motor Primitives in the Spinal Cord	10.1523/jneurosci.5894-08.2010	2010	Hart	276	rest383
W2310487754	Contribution of load and length related manipulations to muscle responses during force perturbations	10.14288/1.0071394	2010	Klarner	2	rest383
W4318999323	What Can Bidirectional Walking Tell Us about Central Pattern Generators?	10.1007/s11055-023-01357-0	2022	Veshchitskii	3	rest383
W2023276512	Circuits for Grasping: Spinal dI3 Interneurons Mediate Cutaneous Control of Motor Behavior	10.1016/j.neuron.2013.02.007	2013	Bui	145	rest383
W3042795825	A three-dimensional musculoskeletal model of the dog	10.1101/2020.07.16.205856	2020	Stark	4	rest383
W2002316126	Spinal pattern generation	10.1016/0959-4388(94)90139-2	1994	Rossignol	139	rest383
W2905100968	The Astrocytic Microdomain as a Generative Mechanism for Local Plasticity	10.1007/978-3-030-05587-5_15	2018	Wang	8	task5import
W2110198466	Stumbling corrective reaction: a phase-dependent compensatory reaction during locomotion	10.1152/jn.1979.42.4.936	1979	Forssberg	449	rest383
W2061641821	Vestibulospinal, reticulospinal and descending
propriospinal nerve fibres in man	10.1093/brain/119.6.1809	1996	Nathan	231	originals99
W2270090518	Goal-Directed CPG-Based Control for Tensegrity Spines with Many Degrees of Freedom Traversing Irregular Terrain	10.1089/soro.2015.0012	2015	Mirletz	61	task5import
W2156063246	Different Motor Neuron Spike Patterns Produce Contractions With Very Similar Rises in Graded Slow Muscles	10.1152/jn.01014.2006	2007	Hooper	27	task5import
W2079995373	Capturability-based analysis and control of legged locomotion, Part 1: Theory and application to three simple gait model	10.1177/0278364912452673	2012	Koolen	488	task5import
W2791418965	Bio-inspired controller achieving forward speed modulation with a 3D bipedal walker	10.1177/0278364917743320	2018	Van der Noot	45	originals99
W2945022520	Parallel Compliance Design for Increasing Robustness and Efficiency in Legged Locomotion—Proof of Concept	10.1109/tmech.2019.2917416	2019	Sharbafi	26	task5import
W2145384795	Pattern generation for stick insect walking movements-multisensory control of a locomotor program	10.1016/s0165-0173(98)00006-x	1998	Bässler	241	rest383
W2274161364	Identified proprioceptive afferents and motor rhythm entrainment in the crayfish walking system	10.1152/jn.1992.67.3.530	1992	Elson	24	task5import
W2013696376	A multisensory integration model of human stance control	10.1007/s004220050527	1998	Kooij	297	task5import
W2040631293	Gust Mitigation of Micro Air Vehicles Using Passive Articulated Wings	10.1155/2014/598523	2014	Oduyela	22	task5import
W2085214578	The effect of dorsal root transection on the efferent motor pattern in the cat's hindlimb during locomotion.	10.1111/j.1748-1716.1984.tb07400.x	1984	Grillner	212	rest383
W2894700832	Stealth walking with reduced double-limb support phase and its extension to careful legged locomotion	10.1007/s11044-018-09645-1	2018	Asano	12	task5import
W1758809234	Stimulation of a Restricted Region in the Midline Cerebellar White Matter Evokes Coordinated Quadrupedal Locomotion in t	10.1152/jn.1999.82.1.290	1999	Mori	130	rest383
W2159240874	The intrinsic factors in the act of progression in the mammal	10.1098/rspb.1911.0077	1911	Brown	1221	rest383
W2075299328	Muscle proprioceptive feedback and spinal networks	10.1016/j.brainresbull.2007.03.010	2007	Windhorst	322	rest383
W2032725699	In mice lacking V2a interneurons, gait depends on speed of locomotion	10.1523/jneurosci.1206-09.2009	2009	Crone	269	rest383
W2462319068	Microstimulation of the medullary reticular formation during fictive locomotion.	10.1152/jn.1994.71.1.229	1994	Perreault	53	demo50
W2991525561	Three-dimensional walking of a simulated muscle-driven quadruped robot with neuromorphic two-level central pattern gener	10.1177/1729881419885288	2019	Habu	9	task5import
W2096812348	The control of foot placement during compensatory stepping reactions: does speed of response take precedence over stabil	10.1109/86.750556	1999	Maki	101	task5import
nodoi:recmfxL8e5kTgQs3s	Experimental and Computational Assessment of Locomotor Coordination and Complexity Following Incomplete Spinal Cord Inju		2012	Hillen	0	task5import
W2013166533	Peeling back the layers of locomotor control in the spinal cord	10.1016/j.conb.2015.03.001	2015	McLean	81	rest383
W1925758856	Self-Sustained Irregular Activity in an Ensemble of Neural Oscillators	10.1103/physrevx.6.011015	2016	Ullner	35	task5import
W2061227856	Generation of human bipedal locomotion by a bio-mimetic neuro-musculo-skeletal model.	10.1007/pl00007977	2001	Ogihara	192	rest383
W2538566345	Vision can recalibrate the vestibular reafference signal used to re-establish postural equilibrium following a platform 	10.1007/s00221-016-4801-7	2016	Toth	17	task5import
nodoi:recmmZTBWWeGV3Fvn	Interlimb communication during human walking: crossed responses in the gastrocnemius muscle		2014	Gervasio	0	task5import
W2025443754	Quadrupedal galloping control for a wide range of speed via vertical impulse scaling	10.1088/1748-3190/10/2/025003	2015	Park	43	task5import
W1967425026	The cat step cycle: Hind limb joint angles and muscle lengths during unrestrained locomotion	10.1002/jmor.1051410102	1973	Goslow	625	rest383
W2081235375	Neuronal specification in the spinal cord: inductive signals and transcriptional codes	10.1038/35049541	2000	Jessell	2121	rest383
W2029644817	V1 spinal neurons regulate the speed of vertebrate locomotor outputs.	10.1038/nature04545	2006	Gosgnach	408	rest383
W2586385419	Highly sensitive airflow sensors with an ultrathin reduced graphene oxide film inspired by gas exfoliation of graphite o	10.1039/c6mh00587j	2017	Xu	33	task5import
W2000345878	Active gust load alleviation system for flexible aircraft: Mixed feedforward/feedback approach	10.1016/j.ast.2014.12.020	2015	Alam	43	task5import
W1981426699	Motor antagonism exposed by spatial segregation and timing of neurogenesis	10.1038/nature10538	2011	Tripodi	211	rest383
W2044532655	Common interneurones in reflex pathways from group 1a and 1b afferents of ankle extensors in the cat.	10.1113/jphysiol.1981.sp013556	1981	Jankowska	148	rest383
W2127110152	Afferent control of locomotor CPG: insights from a simple neuromechanical model	10.1111/j.1749-6632.2010.05435.x	2010	Markin	110	rest383
W2036078241	Neural networks that co-ordinate locomotion and body orientation in lamprey	10.1016/0166-2236(95)80008-p	1995	Grillner	449	demo50
W1990321067	Mode locking and Arnold tongues in integrate-and-fire neural oscillators	10.1103/physreve.60.2086	1999	Coombes	136	task5import
W1983740006	On a response characteristic of a mathematical neuron model	10.1007/bf00290514	1972	Nagumo	317	task5import
W1979766464	CONTROL OF LOCOMOTION IN THE DECEREBRATE CAT	10.1016/0301-0082(96)00028-7	1996	Whelan	266	rest383
W3098519668	Stochastic transitions between in-phase and anti-phase synchronization in coupled map-based neural oscillators	10.1016/j.cnsns.2020.105611	2021	Bashkirtseva	18	task5import
W3111294788	Multi-expert learning of adaptive legged locomotion	10.1126/scirobotics.abb2174	2020	Yang	199	task5import
W2167793278	On the central pattern generator for the basic breathing rhythmicity	10.1152/jappl.1983.55.6.1647	1983	von Euler	229	task5import
W2082170249	Functional identification of interneurons responsible for left-right coordination of hindlimbs in mammals.	10.1016/s0896-6273(03)00353-2	2003	Butt	228	rest383
W2142548630	Neuronal activity in the isolated mouse spinal cord during spontaneous deletions in fictive locomotion: insights into lo	10.1113/jphysiol.2012.240895	2012	Zhong	140	originals99
W1989478660	Is there a central pattern generator in man?	10.1038/sc.1995.54	1995	Illis	33	task5import
W253703761	Optimal exploitation of natural dynamics in legged locomotion	10.3929/ethz-a-6665065	2011	Remy	42	task5import
W2032624805	Stumbling corrective reaction during fictive locomotion in the cat.	10.1152/jn.00175.2005	2005	Quevedo	75	rest383
W2103222398	Significance of load receptor input during locomotion: a review	10.1016/s0966-6362(99)00052-1	2000	Dietz	334	rest383
W2169047134	Cutaneous Reflexes During Human Gait: Electromyographic and Kinematic Responses to Electrical Stimulation	10.1152/jn.1997.77.6.3311	1997	Zehr	280	rest383
W4414448004	Speed-dependent locomotor adjustments following staggered thoracic lateral hemisections in adult cats	10.1152/jn.00331.2025	2025	Yassine	2	digest20
W281848590	Data driven models of legged locomotion	10.1117/12.2178007	2015	George	11	task5import
W2489957719	Left–right coordination from simple to extreme conditions
during split-belt locomotion in the chronic spinal adult cat	10.1113/jp272740	2016	Frigon	64	originals99
W1971017172	Biologically based distributed control and local reflexes improve rough terrain locomotion in a hexapod robot	10.1016/0921-8890(96)00003-6	1996	Espenschied	213	rest383
W2784716717	A Synthetic Nervous System Controls a Simulated Cockroach	10.3390/app8010006	2017	Rubeo	19	rest383
W2338248225	Analysis of Foot Slippage Effects on an Actuated Spring-Mass Model of Dynamic Legged Locomotion	10.5772/62687	2016	Or	7	task5import
W2416698490	Adaptive control for backward quadrupedal walking. III. Stumbling corrective reactions and cutaneous reflex sensitivity.	10.1152/jn.1993.70.3.1102	1993	Buford	75	rest383
W2080030366	V1 and V2b Interneurons Secure the Alternating Flexor-Extensor Motor Activity Mice Require for Limbed Locomotion	10.1016/j.neuron.2014.02.013	2014	Zhang	246	rest383
W1675839706	Multisensory control of spinal reflex pathways.	10.1016/s0079-6123(08)60803-1	1979	Lundberg	389	rest383
W4396544204	Forelimb movements contribute to hindlimb cutaneous reflexes during locomotion in cats	10.1152/jn.00104.2024	2024	Harnie	12	digest20
W4414161937	A physiologically inspired hybrid CPG/Reflex controller for cycling simulations that generalizes to walking	10.1371/journal.pcbi.1013494	2025	Severini	0	digest20
W2049377006	Parallel Complementary Strategies for Implementing Biological Principles into Mobile Robots	10.1177/0278364903022003003	2003	Quinn	105	rest383
W2016014744	Modulation of phase durations, phase variations, and temporal coordination of the four limbs during quadrupedal split-be	10.1152/jn.00160.2014	2014	D’Angelo	33	originals99
W4416222051	Mechanisms of adaptive interlimb coordination to sudden ground loss: a neuromusculoskeletal modeling study	10.1101/2025.11.11.687930	2025	Shinohara	1	digest20
W4312601076	A Functional Subnetwork Approach to Multistate Central Pattern Generator Phase Difference Control	10.1007/978-3-031-20470-8_37	2022	Scharzenberger	0	task5import
W2123745704	NEURAL NETWORK DYNAMICS	10.1146/annurev.neuro.28.061604.135637	2005	Vogels	520	task5import
W1995488673	V3 spinal neurons establish a robust and balanced locomotor rhythm during walking.	10.1016/j.neuron.2008.09.027	2008	Zhang	358	rest383
W2428009260	Contribution of Sensory Feedback to the Generation of Extensor Activity During Walking in the Decerebrate Cat	10.1152/jn.1999.81.2.758	1999	Hiebert	186	originals99
W2152707060	Complete dynamical analysis of a neuron model	10.1007/s11071-011-0046-y	2012	Shilnikov	92	task5import
W2193936862	A genetically defined asymmetry underlies the inhibitory control of flexor–extensor locomotor movements	10.7554/elife.04718	2015	Britz	157	rest383
W1799753769	Adaptive control for backward quadrupedal walking. II. Hindlimb muscle synergies	10.1152/jn.1990.64.3.756	1990	Buford	118	rest383
W2069308336	The special nature of human walking and its neural control	10.1016/s0166-2236(02)02173-2	2002	Capaday	195	originals99
W3049300730	Fundamental contributions of the cat model to the neural control of locomotion	10.1016/b978-0-12-816477-8.00013-2	2020	Frigon	10	rest383
W2492299531	Function of Segmental Reflexes in the Control of Stepping in Cockroaches and Cats	10.1007/978-1-4757-0964-3_21	1976	Pearson	168	rest383
W2050825329	Frequency-dependent recruitment of V2a interneurons during fictive locomotion in the mouse spinal cord	10.1038/ncomms1276	2011	Zhong	92	rest383
W2113576281	Whisker Deafferentation and Rodent Whisking Patterns: Behavioral Evidence for a Central Pattern Generator	10.1523/jneurosci.21-14-05374.2001	2001	Gao	182	task5import
doi:10.21203/rs.3.rs-7577054/v1	ScaFi: Length-Scalable, Compliant, Parametric Robotic Fish Design for Operation in Multiple Environmental Niches	10.21203/rs.3.rs-7577054/v1	2025	Obayashi	0	task5import
W1970182501	Hip proprioceptors preferentially modulate reflexes of the leg in human spinal cord injury	10.1152/jn.00261.2012	2013	Onushko	8	rest383
W2011092139	A physical model of sensorimotor interactions during locomotion.	10.1088/1741-2560/9/4/046011	2012	Klein	23	rest383
W2105772503	Flight attitude estimation for MAV based on M-estimation	10.1109/cecnet.2011.5768718	2011	Wang	11	task5import
W1965976439	Emulated muscle spindle and spiking afferents validates VLSI neuromorphic hardware as a testbed for sensorimotor functio	10.3389/fncom.2014.00141	2014	Niu	24	task5import
W2795982117	Turbulence Modeling in the Age of Data	10.1146/annurev-fluid-010518-040547	2019	Duraisamy	1517	task5import
W2023913445	Made-to-order spiking neuron model equipped with a multi-timescale adaptive threshold	10.3389/neuro.10.009.2009	2009	Kobayashi	184	task5import
W2776476701	Loss of Wt1 in the murine spinal cord alters interneuron composition and locomotion	10.1101/226316	2017	Schnerwitzki	0	rest383
W2002972805	Embryonic assembly of a central pattern generator without sensory input	10.1038/416174a	2002	Suster	205	task5import
W4321851583	Slack-based tunable damping leads to a trade-off between robustness and efficiency in legged locomotion	10.1038/s41598-023-30318-3	2023	Mo	10	task5import
W2125738328	CPG-based Sensory Feedback Control for Bio-inspired Multimodal Swimming	10.5772/59186	2014	Wang	28	task5import
W2013321419	Experimental Validation of an Aerodynamic Sensing Scheme for Post-Stall Aerodynamic Moment Characterization	10.2514/6.2013-4979	2013	Yeo	5	task5import
W2001784063	Motor circuits in action: specification, connectivity, and function	10.1016/j.neuron.2012.05.011	2012	Arber	329	demo50
W1544911188	Comparative Locomotor Systems	10.1002/9781118133880.hop203007	2012	Fouad	1	rest383
W2045391660	Proprioceptive input resets central locomotor rhythm in the spinal cat.	10.1007/bf00249807	1987	Conway	496	originals99
W2051620263	Learning CPG-based Biped Locomotion with a Policy Gradient Method: Application to a Humanoid Robot	10.1177/0278364907084980	2008	Endo	214	task5import
W4200633346	Systematic generation of biophysically detailed models with generalization capability for non-spiking neurons	10.1371/journal.pone.0268380	2022	Naudin	18	task5import
W333344667	The Motor Circuit	10.1016/s0074-7742(05)69005-8	2005	Von Stetina	99	rest383
W78653950	Nature of Motor Control: Perspectives and Issues	10.1007/978-0-387-77064-2_6	2009	Turvey	84	task5import
W2006714681	Pharmacological Activation and Modulation of the Central Pattern Generator for Locomotion in the Cat	10.1111/j.1749-6632.1998.tb09061.x	1998	Rossignol	106	task5import
W1904955064	Spatiotemporal activation of lumbosacral motoneurons in the locomotor step cycle	10.1152/jn.00479.2001	2002	Yakovenko	182	rest383
W2409197843	Renshaw cell activity and recurrent effects on motoneurons during fictive locomotion.	10.1152/jn.1980.44.3.475	1980	McCrea	124	rest383
W2111178261	Multiple chaotic central pattern generators with learning for legged locomotion and malfunction compensation	10.1016/j.ins.2014.05.001	2015	Ren	52	task5import
W1967291104	Confluence of Active and Passive Control Mechanisms Enabling Autonomy and Terrain Adaptability for Robots in Variable En	10.1109/wcecs.2008.25	2008	Harkins	8	rest383
W2564069747	A bio-inspired condylar hinge joint for mobile robots	10.1109/iros.2011.6048561	2011	Etoundi	11	task5import
W2407954654	Functional organization within the medullary reticular formation of the intact unanesthetized cat. III. Microstimulation	10.1152/jn.1991.66.3.919	1991	Drew	97	rest383
W2045705935	Activity of interneurons within the L4 spinal segment of the cat during brainstem-evoked fictive locomotion	10.1007/bf00228156	1990	Shefchyk	125	rest383
W2014439525	An energy perturbation approach to limit cycle analysis in legged locomotion systems	10.1109/cdc.1990.203973	1990	Li	34	task5import
W2049855535	Neuromechanics: an integrative approach for understanding motor control.	10.1093/icb/icm024	2007	Nishikawa	326	demo50
W2120166307	BoxyBot: a swimming and crawling fish robot controlled by a central pattern generator	10.1109/biorob.2006.1639162	2006	Lachat	77	task5import
